"Participant","Age","Gender","Lote","Proficiency","Age_Englsh","Age_Lote","Item.number","Type","Value","Lexicalization","Bias","Order","Group","Context"
11,26,"Female","Cantonese","My English is stronger.","English is my fluent language%2C along with Cantonese.","Cantonese is my fluent language%2C along with English.",14,"experiment",99,101.5,"Good","Filler","C","Lisa's girlfriend was coming over for dinner. Lisa knew she hated spicy food."
11,26,"Female","Cantonese","My English is stronger.","English is my fluent language%2C along with Cantonese.","Cantonese is my fluent language%2C along with English.",15,"experiment",94,3,"Res","VOP","C","Amy got a doll for her birthday.  The doll wore a purple hat which Amy loved. While she was asleep%2C her big brother found it and took off the doll's purple hat.  The next morning Amy found her doll not wearing its hat."
11,26,"Female","Cantonese","My English is stronger.","English is my fluent language%2C along with Cantonese.","Cantonese is my fluent language%2C along with English.",16,"experiment",89,102,"Bad","Filler","C","Reggie's pet parrot died.  It was a beautiful bird%2C but died young."
11,26,"Female","Cantonese","My English is stronger.","English is my fluent language%2C along with Cantonese.","Cantonese is my fluent language%2C along with English.",17,"experiment",0,4,"Rep","U","C","Gwen bought a container of strawberries at the store.  As she was unloading her groceries at home%2C the lid to the strawberries came open and the berries spilled out of the container onto Gwen's counter.  Gwen put them back in the container and left the room to wash her hands.  When she returned%2C her toddler had dumped the strawberries out of the container."
11,26,"Female","Cantonese","My English is stronger.","English is my fluent language%2C along with Cantonese.","Cantonese is my fluent language%2C along with English.",18,"experiment",91,102.5,"Good","Filler","C","It was Nancy's birthday%2C and Nancy's grandmother called to say she would come by to bring her a cake."
11,26,"Female","Cantonese","My English is stronger.","English is my fluent language%2C along with Cantonese.","Cantonese is my fluent language%2C along with English.",19,"experiment",19,5,"Rep","VPO","C","Tammy's dad bought a new blender.  It required assembly and he put it together the same day. Tammy%2C who loved mechanical things%2C then discovered it and took it completely apart%2C to learn how it works. Fortunately%2C Tammy's dad found all the pieces. "
11,26,"Female","Cantonese","My English is stronger.","English is my fluent language%2C along with Cantonese.","Cantonese is my fluent language%2C along with English.",20,"experiment",0,103,"Bad","Filler","C","The week before the state test%2C each student in Ashley's class was assigned a different teacher to help them prepare. During the week%2C a snowstorm struck and many of the teachers had to stay home."
11,26,"Female","Cantonese","My English is stronger.","English is my fluent language%2C along with Cantonese.","Cantonese is my fluent language%2C along with English.",21,"experiment",91,6,"Rep","VOP","C","Oscar made a stuffed animal for his kitten to play with%2C sewing together the outside and then putting in foam stuffing. The kitten was so rough with it that%2C by the next day%2C the kitten had pulled out all of the toy's stuffing.  Oscar discovered the empty outside cover."
11,26,"Female","Cantonese","My English is stronger.","English is my fluent language%2C along with Cantonese.","Cantonese is my fluent language%2C along with English.",22,"experiment",6,103.5,"Good","Filler","C","It was a great New Year's Eve party. Kate%2C though%2C had several more drinks than she should have.  Mary felt bad for her."
11,26,"Female","Cantonese","My English is stronger.","English is my fluent language%2C along with Cantonese.","Cantonese is my fluent language%2C along with English.",23,"experiment",0,7,"Res","U","C","Marlon arrived at the swimming pool. As he was taking off his shoes%2C he lost his balance and fell in the pool.  He climbed back out%2C still in his shoes and shirt.  Just as he got out%2C though%2C the neighborhood bully came by."
11,26,"Female","Cantonese","My English is stronger.","English is my fluent language%2C along with Cantonese.","Cantonese is my fluent language%2C along with English.",24,"experiment",0,104,"Bad","Filler","C","It was Christmastime and Deirdre's mom had just baked her special fruitcake.  All of Deirdre's sisters absolutely love fruitcake. "
11,26,"Female","Cantonese","My English is stronger.","English is my fluent language%2C along with Cantonese.","Cantonese is my fluent language%2C along with English.",25,"experiment",95,8,"Res","VPO","C","Dennis brought Carol a Christmas tree and he put it up in her living room.  That night%2C Carol's cat bumped into the tree and knocked it down.  Carol found it on the floor the next day."
11,26,"Female","Cantonese","My English is stronger.","English is my fluent language%2C along with Cantonese.","Cantonese is my fluent language%2C along with English.",26,"experiment",99,104.5,"Good","Filler","C","Aria's brother wanted her to hear a new rap album just out.  He played for her the first four tracks before she stopped him%2C because she had to go to work."
11,26,"Female","Cantonese","My English is stronger.","English is my fluent language%2C along with Cantonese.","Cantonese is my fluent language%2C along with English.",27,"experiment",0,9,"Res","VOP","C","One day%2C a stray cat Gloria had never seen before began meowing outside her door.  Gloria's dad  opened the door and the cat walked in.  Gloria's dad soon decided that he didn't like the cat and sent it outside.  The next morning%2C Gloria discovered the cat back on their doorstep."
11,26,"Female","Cantonese","My English is stronger.","English is my fluent language%2C along with Cantonese.","Cantonese is my fluent language%2C along with English.",28,"experiment",0,105,"Bad","Filler","C","Professor Kaur offered an extra help session every Wednesday at 4:00.  During the whole semester%2C not a single student ever showed up."
11,26,"Female","Cantonese","My English is stronger.","English is my fluent language%2C along with Cantonese.","Cantonese is my fluent language%2C along with English.",29,"experiment",0,10,"Rep","U","C","Mandy bought a brand new bicycle.  She also bought a bell for the handlebar%2C and put it on herself. One day%2C she parked her bike at the grocery store and went in to shop.  When she emerged%2C she found the bell on the ground next to her bike.  Someone had knocked it off.  Mandy rode home and got out her tools."
11,26,"Female","Cantonese","My English is stronger.","English is my fluent language%2C along with Cantonese.","Cantonese is my fluent language%2C along with English.",30,"experiment",99,105.5,"Good","Filler","C","Doug and his friends believed that it was Marvin who had told the teacher that they cheated on the test.  Later they found out that Marvin hadn't done it."
11,26,"Female","Cantonese","My English is stronger.","English is my fluent language%2C along with Cantonese.","Cantonese is my fluent language%2C along with English.",31,"experiment",0,11,"Rep","VPO","C","Doug took his canoe out for a trip around his favorite lake.   Along the way%2C he came across an injured duck floating in the water%2C and decided to take it to the park ranger station.  He lifted it in the canoe.  The duck%2C dazed and injured%2C stumbled on the edge of the canoe and then fell back into the water.  Doug maneuvered  the canoe around to where the duck lay in the water."
11,26,"Female","Cantonese","My English is stronger.","English is my fluent language%2C along with Cantonese.","Cantonese is my fluent language%2C along with English.",32,"experiment",0,106,"Bad","Filler","C","When she turned 14%2C Gwen began listening to rap and has loved it ever since."
11,26,"Female","Cantonese","My English is stronger.","English is my fluent language%2C along with Cantonese.","Cantonese is my fluent language%2C along with English.",33,"experiment",0,12,"Rep","VOP","C","Martha bought a jar of Nutella.  She opened%2C it and had a spoonful.  She found the lid and put it back on. That afternoon%2C her brother found it and ate half the jar%2C leaving the lid on the counter.  Martha was furious."
11,26,"Female","Cantonese","My English is stronger.","English is my fluent language%2C along with Cantonese.","Cantonese is my fluent language%2C along with English.",34,"experiment",99,106.5,"Good","Filler","C","Chemistry was easy for Jenna who usually got good grades without studying.  On her last quiz%2C however%2C Jenna struggled and received a D."
11,26,"Female","Cantonese","My English is stronger.","English is my fluent language%2C along with Cantonese.","Cantonese is my fluent language%2C along with English.",35,"experiment",0,13,"Res","U","C","Soon after the start of Ellen's soccer game%2C she received a pass on the right side and brought the ball down the field.  Suddenly she tripped%2C and fell flat on her face%2C losing the ball.  She got up to recover the ball%2C but just then an opposing player put a shoulder into her."
11,26,"Female","Cantonese","My English is stronger.","English is my fluent language%2C along with Cantonese.","Cantonese is my fluent language%2C along with English.",36,"experiment",0,107,"Bad","Filler","C","Throughout high school Dennis secretly loved his friend%2C Tammy%2C who had never loved him in return%2C and never would.  One day%2C Tammy told him she was dating Jasper."
11,26,"Female","Cantonese","My English is stronger.","English is my fluent language%2C along with Cantonese.","Cantonese is my fluent language%2C along with English.",37,"experiment",91,14,"Res","VPO","C","Mr. Avery decided to create a little pond in his backyard next to his flower garden.  He spent the afternoon digging a 4-foot wide basin.  That night a rainstorm came and filled up the pond.  Soon%2C a long heat wave dried up the little pond.  Mr. Avery got out the garden hose."
11,26,"Female","Cantonese","My English is stronger.","English is my fluent language%2C along with Cantonese.","Cantonese is my fluent language%2C along with English.",38,"experiment",99,107.5,"Good","Filler","C","Sarah's surgery was scheduled for noon on Friday. The doctor told her not to eat on the day of the surgery.  Sarah did as he asked and didn't eat anything."
11,26,"Female","Cantonese","My English is stronger.","English is my fluent language%2C along with Cantonese.","Cantonese is my fluent language%2C along with English.",39,"experiment",0,15,"Res","VOP","C","Dr. Arroyo had just put the final touches on her new creation%2C a supercomputer.  The next day%2C the University President came to a ceremony at her lab%2C walked up to the computer and turned it on for the first time.  That night%2C however%2C the computer glitched and shut down.  Dr. Arroyo came to her lab the next morning and fixed the problem."
11,26,"Female","Cantonese","My English is stronger.","English is my fluent language%2C along with Cantonese.","Cantonese is my fluent language%2C along with English.",40,"experiment",0,108,"Bad","Filler","C","Sally%2C a high school student%2C was applying for a summer internship. She asked all of her teachers to write her a recommendation letter.  Some said they would love to%2C but others refused."
11,26,"Female","Cantonese","My English is stronger.","English is my fluent language%2C along with Cantonese.","Cantonese is my fluent language%2C along with English.",41,"experiment",0,16,"Rep","U","C","In the attic%2C Carl discovered an old photo of his grandmother.  It was ripped into several pieces%2C so Carl taped it together%2C and put it on a bookshelf in the family room.  That night%2C his cat found the photo and tore it to pieces with its claws.  Carl found the destroyed photo the next day."
11,26,"Female","Cantonese","My English is stronger.","English is my fluent language%2C along with Cantonese.","Cantonese is my fluent language%2C along with English.",42,"experiment",99,108.5,"Good","Filler","C","Tina and her boyfriend%2C Leo%2C went out for a drive in the country. After a while they found a country store and went in.  Tina bought some candy and a few apples."
11,26,"Female","Cantonese","My English is stronger.","English is my fluent language%2C along with Cantonese.","Cantonese is my fluent language%2C along with English.",43,"experiment",53,17,"Rep","VPO","C","While Charlotte was fishing with her dad%2C she caught a plump%2C 11-inch bass. She carried the fish over to a bucket on the dock and put it in.  Suddenly the fish jumped out of the bucket%2C landing on the dock.  Charlotte picked it up and walked back over to the bucket."
11,26,"Female","Cantonese","My English is stronger.","English is my fluent language%2C along with Cantonese.","Cantonese is my fluent language%2C along with English.",44,"experiment",0,109,"Bad","Filler","C","Lenny was excited to watch the basketball championship game and invited his friends over.  Everyone had work to do%2C though%2C and none of his friends could make it."
11,26,"Female","Cantonese","My English is stronger.","English is my fluent language%2C along with Cantonese.","Cantonese is my fluent language%2C along with English.",45,"experiment",94,18,"Rep","VOP","C","It was the first day of fall exam week at Kennedy High School.  Principal Chen printed a sign  asking students to please be as quiet as possible in the halls.  He taped it up on the front door. As he left for lunch that day%2C he found the sign ripped down%2C lying on the front steps."
11,26,"Female","Cantonese","My English is stronger.","English is my fluent language%2C along with Cantonese.","Cantonese is my fluent language%2C along with English.",46,"experiment",6,109.5,"Good","Filler","C","Liam and his friend Nate each have two older sisters.  Liam's sisters are nice and get along well with each other and with Liam."
11,26,"Female","Cantonese","My English is stronger.","English is my fluent language%2C along with Cantonese.","Cantonese is my fluent language%2C along with English.",47,"experiment",0,19,"Res","U","C","In a tree in Dashaun's backyard%2C a pair of robins built a nest and the mother soon laid an egg.  The egg hatched and Dashaun watched the baby robin  grow. One day%2C when the parents were away from the nest%2C the baby bird fell out of the nest.  Dashaun got a ladder from the garage."
11,26,"Female","Cantonese","My English is stronger.","English is my fluent language%2C along with Cantonese.","Cantonese is my fluent language%2C along with English.",48,"experiment",0,110,"Bad","Filler","C","Lucy's two daughters normally like exactly the same foods.  But they differ when it comes to sushi%2C which Emily loves but Monica hates."
11,26,"Female","Cantonese","My English is stronger.","English is my fluent language%2C along with Cantonese.","Cantonese is my fluent language%2C along with English.",49,"experiment",0,20,"Res","VPO","C","Cameron was looking forward to the burrito he had just bought.  As he unwrapped it%2C one of the corners of the burrito came open and a piece of chicken stuck out.  Cameron was annoyed."
11,26,"Female","Cantonese","My English is stronger.","English is my fluent language%2C along with Cantonese.","Cantonese is my fluent language%2C along with English.",50,"experiment",99,110.5,"Good","Filler","C","When they were little%2C Sam and his brother thought that Burger King was a real person."
11,26,"Female","Cantonese","My English is stronger.","English is my fluent language%2C along with Cantonese.","Cantonese is my fluent language%2C along with English.",51,"experiment",75,21,"Res","VOP","C","Melissa finally spotted a parking space.  It was near where some workers were doing road repairs.  As she was backing in%2C she knocked over an orange traffic cone.  As she climbed out of the car%2C she noticed the cone tipped over behind her car."
11,26,"Female","Cantonese","My English is stronger.","English is my fluent language%2C along with Cantonese.","Cantonese is my fluent language%2C along with English.",52,"experiment",0,111,"Bad","Filler","C","Becky was an all star at calculus--the top student that all the other students came to for help. Fortunately for all the students%2C the midterm was much easier than everyone expected."
11,26,"Female","Cantonese","My English is stronger.","English is my fluent language%2C along with Cantonese.","Cantonese is my fluent language%2C along with English.",53,"experiment",0,22,"Rep","U","C","Denise%2C a pre-school teacher%2C was supervising children playing in the schoolyard.  Four-year-old Raquel tripped%2C fell down and began crying. Denise ran to her and picked her up.  Not two minutes later%2C Raquel was knocked over by a bigger boy and began crying again.  Denise went back over to her."
11,26,"Female","Cantonese","My English is stronger.","English is my fluent language%2C along with Cantonese.","Cantonese is my fluent language%2C along with English.",54,"experiment",0,111.5,"Good","Filler","C","Tony and Margaret were about to give their big presentation. Tony%2C who was more nervous than Margaret%2C was sweating and couldn't keep his hands still."
11,26,"Female","Cantonese","My English is stronger.","English is my fluent language%2C along with Cantonese.","Cantonese is my fluent language%2C along with English.",55,"experiment",99,23,"Rep","VPO","C","It was time to clean the gutters on Amanda's house.  She got a ladder from the garage and put it up on the side of the house.  As Amanda was gathering her tools before climbing the ladder%2C her dog bumped the ladder%2C knocking it over.  Amanda cursed."
11,26,"Female","Cantonese","My English is stronger.","English is my fluent language%2C along with Cantonese.","Cantonese is my fluent language%2C along with English.",56,"experiment",0,112,"Bad","Filler","C","Julie%2C a zoologist%2C explained that female baboons' chests get red when they are pregnant.  But other things can cause a reddened chest%2C too. "
11,26,"Female","Cantonese","My English is stronger.","English is my fluent language%2C along with Cantonese.","Cantonese is my fluent language%2C along with English.",57,"experiment",96,24,"Rep","VOP","C","Sam and Alex decided to celebrate their anniversary with a bottle of wine and a picnic in the park.  Sam uncorked the bottle and served the wine.   When it was time to go%2C there was still wine in the bottle%2C so Sam put the cork back in and took the bottle home%2C where they had another glass of the wine.  At the end of the evening%2C they still had a bit of the wine left%2C which Sam decided to save."
13,18,"Female","Arabic","My English is stronger.","1","1",10,"experiment",99,100.5,"Good","Filler","E","Manuel and his daughter Violet went out for dinner.  Manuel encourages his family not to eat meat."
13,18,"Female","Arabic","My English is stronger.","1","1",11,"experiment",99,1,"Rep","VPO","E","Maria was playing ball on the sidewalk.  Her mischievous older brother%2C Alex%2C came by and knocked her down.  She then got up.  Soon%2C Alex came jogging around the corner a second time."
13,18,"Female","Arabic","My English is stronger.","1","1",12,"experiment",12,101,"Bad","Filler","E","Detective Jackson narrowed the murder suspects to just four: Louis%2C Janet%2C Donald and Mitch.  The next day%2C Detective Jackson learned that Janet was not involved in the crime%2C since she was out of the state when the murder happened."
13,18,"Female","Arabic","My English is stronger.","1","1",13,"experiment",99,2,"Rep","VOP","E","Edna bought a ceramic vase.  One day%2C Edna's puppy ran into the vase and broke off the handle. Edna glued it back on%2C but a week later her cat broke the handle. "
13,18,"Female","Arabic","My English is stronger.","1","1",14,"experiment",16,101.5,"Good","Filler","E","Lisa's girlfriend was coming over for dinner. Lisa knew she hated spicy food."
13,18,"Female","Arabic","My English is stronger.","1","1",15,"experiment",0,3,"Res","U","E","Amy got a doll for her birthday.  The doll wore a purple hat which Amy loved. While she was asleep%2C her big brother found it and took off the doll's purple hat.  The next morning Amy found her doll not wearing its hat."
13,18,"Female","Arabic","My English is stronger.","1","1",16,"experiment",0,102,"Bad","Filler","E","Reggie's pet parrot died.  It was a beautiful bird%2C but died young."
13,18,"Female","Arabic","My English is stronger.","1","1",17,"experiment",52,4,"Res","VPO","E","Gwen bought a container of strawberries at the store.  As she was unloading her groceries at home%2C the lid to the strawberries came open and the berries spilled out of the container onto Gwen's counter. "
13,18,"Female","Arabic","My English is stronger.","1","1",18,"experiment",99,102.5,"Good","Filler","E","It was Nancy's birthday%2C and Nancy's grandmother called to say she would come by to bring her a cake."
13,18,"Female","Arabic","My English is stronger.","1","1",19,"experiment",99,5,"Res","VOP","E","Tammy's dad bought a new blender.  Tammy%2C who loved mechanical things%2C discovered it and took it completely apart%2C to learn how it works. Fortunately%2C Tammy's dad found all the pieces."
13,18,"Female","Arabic","My English is stronger.","1","1",20,"experiment",99,103,"Bad","Filler","E","The week before the state test%2C each student in Ashley's class was assigned a different teacher to help them prepare. During the week%2C a snowstorm struck and many of the teachers had to stay home."
13,18,"Female","Arabic","My English is stronger.","1","1",21,"experiment",0,6,"Rep","U","E","Oscar made a stuffed animal for his kitten to play with%2C sewing together the outside and then putting in foam stuffing. The kitten was so rough with it that%2C by the next day%2C the kitten had pulled out all of the toy's stuffing.  Oscar discovered the empty outside cover."
13,18,"Female","Arabic","My English is stronger.","1","1",22,"experiment",54,103.5,"Good","Filler","E","It was a great New Year's Eve party. Kate%2C though%2C had several more drinks than she should have.  Mary felt bad for her."
13,18,"Female","Arabic","My English is stronger.","1","1",23,"experiment",99,7,"Rep","VPO","E","Marlon arrived at the swimming pool. As he was taking off his shoes%2C the neighborhood bully came by and pushed him in the pool.  He climbed back out%2C still in his shoes and shirt.  Just as got out though%2C the bully came by a second time. "
13,18,"Female","Arabic","My English is stronger.","1","1",24,"experiment",0,104,"Bad","Filler","E","It was Christmastime and Deirdre's mom had just baked her special fruitcake.  All of Deirdre's sisters absolutely love fruitcake. "
13,18,"Female","Arabic","My English is stronger.","1","1",25,"experiment",99,8,"Rep","VOP","E","Carol bought a Christmas tree and put it up in her living room.  That night%2C Carol's cat bumped into the tree and knocked it down.  Carol found it on the floor the next day."
13,18,"Female","Arabic","My English is stronger.","1","1",26,"experiment",99,104.5,"Good","Filler","E","Aria's brother wanted her to hear a new rap album just out.  He played for her the first four tracks before she stopped him%2C because she had to go to work."
13,18,"Female","Arabic","My English is stronger.","1","1",27,"experiment",0,9,"Res","U","E","One day%2C a stray cat Gloria had never seen before began meowing outside her door.  Gloria's dad  opened the door and the cat walked in.  Gloria's dad soon decided that he didn't like the cat and sent it outside.  The next morning%2C Gloria discovered the cat back on their doorstep."
13,18,"Female","Arabic","My English is stronger.","1","1",28,"experiment",0,105,"Bad","Filler","E","Professor Kaur offered an extra help session every Wednesday at 4:00.  During the whole semester%2C not a single student ever showed up."
13,18,"Female","Arabic","My English is stronger.","1","1",29,"experiment",99,10,"Res","VPO","E","Mandy bought a brand new bicycle that came with a bell on the handlebar.  One day%2C she parked her bike at the grocery store and went in to shop.  When she emerged%2C she found the bell on the ground next to her bike.  Someone had knocked it off.  Mandy rode home and got out her tools."
13,18,"Female","Arabic","My English is stronger.","1","1",30,"experiment",99,105.5,"Good","Filler","E","Doug and his friends believed that it was Marvin who had told the teacher that they cheated on the test.  Later they found out that Marvin hadn't done it."
13,18,"Female","Arabic","My English is stronger.","1","1",31,"experiment",0,11,"Res","VOP","E","Doug took his canoe out for a trip around his favorite lake.   All of a sudden%2C a young duck crash landed inside his canoe%2C having apparently just gotten tangled in a power line above.  The duck%2C dazed and injured%2C stumbled on the edge of the canoe and then fell into the water.  Doug decided to take the duck to the park ranger station."
13,18,"Female","Arabic","My English is stronger.","1","1",32,"experiment",0,106,"Bad","Filler","E","When she turned 14%2C Gwen began listening to rap and has loved it ever since."
13,18,"Female","Arabic","My English is stronger.","1","1",33,"experiment",0,12,"Rep","U","E","Martha bought a jar of Nutella.  She opened%2C it and had a spoonful.  She found the lid and put it back on. That afternoon%2C her brother found it and ate half the jar%2C leaving the lid on the counter.  Martha was furious."
13,18,"Female","Arabic","My English is stronger.","1","1",34,"experiment",99,106.5,"Good","Filler","E","Chemistry was easy for Jenna who usually got good grades without studying.  On her last quiz%2C however%2C Jenna struggled and received a D."
13,18,"Female","Arabic","My English is stronger.","1","1",35,"experiment",99,13,"Rep","VPO","E","Soon after the start of Ellen's soccer game%2C she received a pass on the right side and brought the ball down the field.  Just then%2C an opposing player put a shoulder into Ellen%2C knocking her down and causing her to lose the ball.  She got up to recover the ball%2C but the same player put a shoulder into her a second time."
13,18,"Female","Arabic","My English is stronger.","1","1",36,"experiment",0,107,"Bad","Filler","E","Throughout high school Dennis secretly loved his friend%2C Tammy%2C who had never loved him in return%2C and never would.  One day%2C Tammy told him she was dating Jasper."
13,18,"Female","Arabic","My English is stronger.","1","1",37,"experiment",99,14,"Rep","VOP","E","Mr. Avery decided to create a little pond in his backyard next to his flower garden.  He spent the afternoon digging a 4-foot wide basin%2C and filled it up with a garden hose.   Soon%2C a long heat wave dried up the little pond.  Mr. Avery got out the garden hose."
13,18,"Female","Arabic","My English is stronger.","1","1",38,"experiment",99,107.5,"Good","Filler","E","Sarah's surgery was scheduled for noon on Friday. The doctor told her not to eat on the day of the surgery.  Sarah did as he asked and didn't eat anything."
13,18,"Female","Arabic","My English is stronger.","1","1",39,"experiment",0,15,"Res","U","E","Dr. Arroyo had just put the final touches on her new creation%2C a supercomputer.  The next day%2C the University President came to a ceremony at her lab%2C walked up to the computer and turned it on for the first time.  That night%2C however%2C the computer glitched and shut down.  Dr. Arroyo came to her lab the next morning and fixed the problem."
13,18,"Female","Arabic","My English is stronger.","1","1",40,"experiment",37,108,"Bad","Filler","E","Sally%2C a high school student%2C was applying for a summer internship. She asked all of her teachers to write her a recommendation letter.  Some said they would love to%2C but others refused."
13,18,"Female","Arabic","My English is stronger.","1","1",41,"experiment",40,16,"Res","VPO","E","In the attic%2C Carl discovered an old photo of his grandmother.  He put it on a bookshelf in the family room.  That night%2C his cat found the photo and tore it to pieces with its claws.  Carl found the destroyed photo the next day."
13,18,"Female","Arabic","My English is stronger.","1","1",42,"experiment",99,108.5,"Good","Filler","E","Tina and her boyfriend%2C Leo%2C went out for a drive in the country. After a while they found a country store and went in.  Tina bought some candy and a few apples."
13,18,"Female","Arabic","My English is stronger.","1","1",43,"experiment",54,17,"Res","VOP","E","While Charlotte was fishing with her dad%2C she caught a plump%2C 11-inch bass.  Her dad put it in a bucket on the dock.  Suddenly the fish jumped out of the bucket%2C landing on the dock.  Charlotte picked it up and walked over to the bucket."
13,18,"Female","Arabic","My English is stronger.","1","1",44,"experiment",0,109,"Bad","Filler","E","Lenny was excited to watch the basketball championship game and invited his friends over.  Everyone had work to do%2C though%2C and none of his friends could make it."
13,18,"Female","Arabic","My English is stronger.","1","1",45,"experiment",0,18,"Rep","U","E","It was the first day of fall exam week at Kennedy High School.  Principal Chen printed a sign  asking students to please be as quiet as possible in the halls.  He taped it up on the front door. As he left for lunch that day%2C he found the sign ripped down%2C lying on the front steps."
13,18,"Female","Arabic","My English is stronger.","1","1",46,"experiment",99,109.5,"Good","Filler","E","Liam and his friend Nate each have two older sisters.  Liam's sisters are nice and get along well with each other and with Liam."
13,18,"Female","Arabic","My English is stronger.","1","1",47,"experiment",99,19,"Rep","VPO","E","In a tree in Dashaun's backyard%2C a pair of robins built a nest and the mother soon laid an egg%2C which hatched. One day%2C when the parents were away from the nest%2C the baby bird fell out of the nest.  Dashaun got a ladder from the garage%2C picked up the bird and carried it up to the nest.  The next day%2C Dashaun noticed that the bird had fallen out of the nest a second time."
13,18,"Female","Arabic","My English is stronger.","1","1",48,"experiment",0,110,"Bad","Filler","E","Lucy's two daughters normally like exactly the same foods.  But they differ when it comes to sushi%2C which Emily loves but Monica hates."
13,18,"Female","Arabic","My English is stronger.","1","1",49,"experiment",99,20,"Rep","VOP","E","Cameron was looking forward to the burrito he had just bought.  As he unwrapped it%2C one of the corners of the burrito came open and a piece of chicken stuck out.  He tucked it back in.  He picked up the burrito to dip it in some sauce%2C and the piece of chicken poked back out.  Cameron was annoyed."
13,18,"Female","Arabic","My English is stronger.","1","1",50,"experiment",99,110.5,"Good","Filler","E","When they were little%2C Sam and his brother thought that Burger King was a real person."
13,18,"Female","Arabic","My English is stronger.","1","1",51,"experiment",0,21,"Res","U","E","Melissa finally spotted a parking space.  It was near where some workers were doing road repairs.  As she was backing in%2C she knocked over an orange traffic cone.  As she climbed out of the car%2C she noticed the cone tipped over behind her car."
13,18,"Female","Arabic","My English is stronger.","1","1",52,"experiment",0,111,"Bad","Filler","E","Becky was an all star at calculus--the top student that all the other students came to for help. Fortunately for all the students%2C the midterm was much easier than everyone expected."
13,18,"Female","Arabic","My English is stronger.","1","1",53,"experiment",0,22,"Res","VPO","E","Denise%2C a pre-school teacher%2C was supervising children playing in the schoolyard.  Four-year-old Raquel tripped%2C fell down and began crying. Denise ran to her."
13,18,"Female","Arabic","My English is stronger.","1","1",54,"experiment",99,111.5,"Good","Filler","E","Tony and Margaret were about to give their big presentation. Tony%2C who was more nervous than Margaret%2C was sweating and couldn't keep his hands still."
13,18,"Female","Arabic","My English is stronger.","1","1",55,"experiment",99,23,"Res","VOP","E","It was time to clean the gutters on Amanda's house.  Her son got a ladder from the garage and put it up on the side of the house.  As Amanda was gathering her tools before climbing the ladder%2C her dog bumped the ladder%2C knocking it over.  Amanda cursed."
13,18,"Female","Arabic","My English is stronger.","1","1",56,"experiment",99,112,"Bad","Filler","E","Julie%2C a zoologist%2C explained that female baboons' chests get red when they are pregnant.  But other things can cause a reddened chest%2C too. "
13,18,"Female","Arabic","My English is stronger.","1","1",57,"experiment",0,24,"Rep","U","E","Sam and Alex decided to celebrate their anniversary with a bottle of wine and a picnic in the park.  Sam uncorked the bottle and served the wine.   When it was time to go%2C there was still wine in the bottle%2C so Sam put the cork back in and took the bottle home%2C where they had another glass of the wine.  At the end of the evening%2C they still had a bit of the wine left%2C which Sam decided to save."
14,18,"female","spanish","My English is stronger.","2 years old","since birth",10,"experiment",99,100.5,"Good","Filler","F","Manuel and his daughter Violet went out for dinner.  Manuel encourages his family not to eat meat."
14,18,"female","spanish","My English is stronger.","2 years old","since birth",11,"experiment",0,1,"Rep","U","F","Maria was playing ball on the sidewalk.  Her mischievous older brother%2C Alex%2C came by and knocked her down.  She then got up.  Soon%2C Alex came jogging around the corner a second time."
14,18,"female","spanish","My English is stronger.","2 years old","since birth",12,"experiment",26,101,"Bad","Filler","F","Detective Jackson narrowed the murder suspects to just four: Louis%2C Janet%2C Donald and Mitch.  The next day%2C Detective Jackson learned that Janet was not involved in the crime%2C since she was out of the state when the murder happened."
14,18,"female","spanish","My English is stronger.","2 years old","since birth",13,"experiment",86,2,"Rep","VPO","F","Edna bought a ceramic vase.  One day%2C Edna's puppy ran into the vase and broke off the handle. Edna glued it back on%2C but a week later her cat broke the handle. "
14,18,"female","spanish","My English is stronger.","2 years old","since birth",14,"experiment",95,101.5,"Good","Filler","F","Lisa's girlfriend was coming over for dinner. Lisa knew she hated spicy food."
14,18,"female","spanish","My English is stronger.","2 years old","since birth",15,"experiment",99,3,"Rep","VOP","F","Amy got a doll for her birthday.  The package contained a little purple hat%2C which Amy loved.  She immediately put it on the doll.    While she was asleep%2C her big brother found it and took off the doll's purple hat.  The next morning Amy found her doll not wearing its hat."
14,18,"female","spanish","My English is stronger.","2 years old","since birth",16,"experiment",11,102,"Bad","Filler","F","Reggie's pet parrot died.  It was a beautiful bird%2C but died young."
14,18,"female","spanish","My English is stronger.","2 years old","since birth",17,"experiment",0,4,"Res","U","F","Gwen bought a container of strawberries at the store.  As she was unloading her groceries at home%2C the lid to the strawberries came open and the berries spilled out of the container onto Gwen's counter. "
14,18,"female","spanish","My English is stronger.","2 years old","since birth",18,"experiment",91,102.5,"Good","Filler","F","It was Nancy's birthday%2C and Nancy's grandmother called to say she would come by to bring her a cake."
14,18,"female","spanish","My English is stronger.","2 years old","since birth",19,"experiment",0,5,"Res","VPO","F","Tammy's dad bought a new blender.  Tammy%2C who loved mechanical things%2C discovered it and took it completely apart%2C to learn how it works. Fortunately%2C Tammy's dad found all the pieces."
14,18,"female","spanish","My English is stronger.","2 years old","since birth",20,"experiment",87,103,"Bad","Filler","F","The week before the state test%2C each student in Ashley's class was assigned a different teacher to help them prepare. During the week%2C a snowstorm struck and many of the teachers had to stay home."
